HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	Ensembl gene ID	Ensembl ID(supplied by Ensembl)
HGNC:53432	C3orf85	Approved		FLJ22763	3q13.13		ENSG00000241224	ENSG00000241224
HGNC:44570	C3orf86P	Approved	LINC00694, C3orf86		3p21.31		ENSG00000225873	ENSG00000225873
HGNC:34414	C3P1	Approved		CPLP	19p13.2	AK131489	ENSG00000167798	
HGNC:1323	C4A	Approved		CPAMD2, C4S, CO4, C4, C4A3, C4A2, C4A4, C4A6, C4B, RG	6p21.33	L26261, M14823, X77491, AY224378	ENSG00000244731	ENSG00000244731
HGNC:39753	C4A-AS1	Approved			6p21.33		ENSG00000233627	ENSG00000233627
HGNC:1324	C4B	Approved		CPAMD3, C4F, CO4, C4B1, C4B3, CH	6p21.33	AF019413	ENSG00000224389	ENSG00000224389
HGNC:42398	C4B_2	Approved			6p21.3 alternate reference locus	GL000256	ENSG00000233312	
HGNC:39752	C4B-AS1	Approved			6p21.33		ENSG00000229776	ENSG00000229776
HGNC:1325	C4BPA	Approved	C4BP		1q32.2	M31452	ENSG00000123838	ENSG00000123838
HGNC:1326	C4BPAP1	Approved	C4BPAL1		1q32.2		ENSG00000224462	ENSG00000224462
HGNC:1327	C4BPAP2	Approved	C4BPAL2		1q32.2	X81360	ENSG00000232621	ENSG00000232621
HGNC:51640	C4BPAP3	Approved			1q32.2			
HGNC:1328	C4BPB	Approved	C4BP		1q32.1	L11245	ENSG00000123843	ENSG00000123843
HGNC:19225	C4orf3	Approved		HCVFTP1, ALN	4q26		ENSG00000164096	ENSG00000164096
HGNC:25274	C4orf17	Approved		DKFZP434G072	4q23	AL136838	ENSG00000138813	ENSG00000138813
HGNC:25618	C4orf19	Approved		FLJ11017	4p14	BC037906	ENSG00000154274	ENSG00000154274
HGNC:27025	C4orf33	Approved		FLJ33703	4q28.2	AK091022	ENSG00000151470	ENSG00000151470
HGNC:28386	C4orf36	Approved		MGC26744	4q21.3	BC016746	ENSG00000163633	ENSG00000163633
HGNC:27320	C4orf46	Approved		LOC201725, RCDG1	4q32.1		ENSG00000205208	ENSG00000205208
HGNC:55882	C4orf46P1	Approved			16p13.3		ENSG00000206168	ENSG00000206168
HGNC:55883	C4orf46P2	Approved			Xq21.1		ENSG00000248503	ENSG00000248503
HGNC:55884	C4orf46P3	Approved			8q21.13		ENSG00000254352	ENSG00000254352
HGNC:55885	C4orf46P4	Approved			6q24.2			
HGNC:33766	C4orf50	Approved		FLJ46481	4p16.2-p16.1	BC140710	ENSG00000181215	ENSG00000181215
HGNC:37264	C4orf51	Approved			4q31.21		ENSG00000237136	ENSG00000237136
HGNC:27741	C4orf54	Approved		FOPV, LOC285556	4q23		ENSG00000248713	ENSG00000248713
HGNC:1331	C5	Approved		CPAMD4, C5a, C5b	9q33.2	M57729	ENSG00000106804	ENSG00000106804
HGNC:53618	C5-OT1	Approved		C5T1lncRNA	9q33.2			
HGNC:1338	C5AR1	Approved	C5R1	C5A, C5AR, CD88	19q13.32		ENSG00000197405	ENSG00000197405
HGNC:4527	C5AR2	Approved	GPR77	C5L2	19q13.32	AB038237	ENSG00000134830	ENSG00000134830
HGNC:17924	C5orf9	Entry Withdrawn			5q31			
HGNC:17703	C5orf10	Symbol Withdrawn		DKFZp451G223	5q14.1			
HGNC:20656	C5orf15	Approved		KCT2, HTGN29	5q31.1	AF226055	ENSG00000113583	ENSG00000113583
HGNC:25639	C5orf22	Approved		FLJ11193	5p13.3	AK002055	ENSG00000082213	ENSG00000082213
HGNC:25861	C5orf23	Symbol Withdrawn		FLJ14054	5p13.3			
HGNC:26746	C5orf24	Approved		FLJ37562	5q31.1	BC053677	ENSG00000181904	ENSG00000181904
HGNC:24738	C5orf34	Approved		FLJ32363	5p12	AK056925	ENSG00000172244	ENSG00000172244
HGNC:41061	C5orf34-AS1	Approved			5p12		ENSG00000248554	ENSG00000248554
HGNC:33768	C5orf46	Approved		MGC23985, SSSP1, AP-64	5q32		ENSG00000178776	ENSG00000178776
HGNC:27026	C5orf47	Approved		LOC133491	5q35.2		ENSG00000185056	ENSG00000185056
HGNC:35121	C5orf52	Approved			5q33.3	BG721329	ENSG00000187658	ENSG00000187658
HGNC:37272	C5orf58	Approved			5q35.1	BC030767	ENSG00000234511	ENSG00000234511
HGNC:27753	C5orf60	Approved			5q35.3	BC043435	ENSG00000204661	ENSG00000204661
HGNC:40051	C5orf63	Approved		YDR286C, FLJ44606	5q23.2	AK126569	ENSG00000164241	ENSG00000164241
HGNC:51252	C5orf67	Approved			5q11.2		ENSG00000225940	ENSG00000225940
HGNC:1339	C6	Approved			5p13.1	J05024	ENSG00000039537	ENSG00000039537
HGNC:1341	C6orf2	Symbol Withdrawn	C6orf2		6			
HGNC:1344	C6orf5	Symbol Withdrawn						
HGNC:1345	C6orf6	Symbol Withdrawn			6q21			
HGNC:13925	C6orf13	Symbol Withdrawn		HCGI	6p21			
HGNC:13926	C6orf14	Symbol Withdrawn		PTD017, HSPC183	6p21			
HGNC:13927	C6orf15	Approved		STG	6p21.33	AB031481	ENSG00000204542	ENSG00000204542
HGNC:13928	C6orf16	Symbol Withdrawn		SEEK1	6p21			
HGNC:13929	C6orf17	Symbol Withdrawn		SPR1	6p21			
HGNC:13942	C6orf30	Symbol Withdrawn		NG36, Em:AF134726.4	6p21			
HGNC:17979	C6orf36	Entry Withdrawn			6p21.3			
HGNC:18773	C6orf42	Entry Withdrawn		bA396L22.1	6p21			
HGNC:18774	C6orf43	Entry Withdrawn		bA396L22.2	6p21			
HGNC:18775	C6orf44	Symbol Withdrawn		dJ153G14.2, NUCB2-L	6p21			
HGNC:19076	C6orf47	Approved		D6S53E, G4	6p21.33	AF129756	ENSG00000204439	ENSG00000204439
HGNC:39767	C6orf47-AS1	Approved			6p21.33		ENSG00000227198	ENSG00000227198
HGNC:20481	C6orf50	Entry Withdrawn			6p25.1			
HGNC:20881	C6orf52	Approved			6p24.2	BC016820	ENSG00000137434	ENSG00000137434
HGNC:20960	C6orf58	Approved		LEG1	6q22.33	BC062712	ENSG00000184530	ENSG00000184530
HGNC:18148	C6orf61	Symbol Withdrawn	C6orf61	FLJ20170	6q22.31			
HGNC:20998	C6orf62	Approved		FLJ12619, DKFZP564G182, XTP12	6p22.3	AL136632	ENSG00000112308	ENSG00000112308
HGNC:21114	C6orf89	Approved		FLJ25357, BRAP	6p21.2	AK058086	ENSG00000198663	ENSG00000198663
HGNC:21093	C6orf91	Symbol Withdrawn	C6orf91	dJ509I19.3, dJ509I19.2	6q24.1			
HGNC:21164	C6orf92	Symbol Withdrawn	C6orf92	dJ171N11.1	6			
HGNC:21178	C6orf98	Symbol Withdrawn		dJ45H2.2	6q25.1			
HGNC:21201	C6orf102	Symbol Withdrawn		MGC33317, dJ137F1.4, dJ188D3.1	6p21.2			
HGNC:21229	C6orf114	Symbol Withdrawn		ADG-90	6p23			
HGNC:21233	C6orf118	Approved		MGC23884, bA85G2.1	6q27		ENSG00000112539	ENSG00000112539
HGNC:21247	C6orf120	Approved		bA160E12.4	6q27	AF055030	ENSG00000185127	ENSG00000185127
HGNC:21287	C6orf131	Symbol Withdrawn		dJ139D8.6	6			
HGNC:21288	C6orf132	Approved		bA7K24.2, LncCCLM	6p21.1		ENSG00000188112	ENSG00000188112
HGNC:21301	C6orf136	Approved		Em:AB023049.8	6p21.33	BC016167	ENSG00000204564	ENSG00000204564
HGNC:21351	C6orf141	Approved		MGC46457	6p12.3	AK054918	ENSG00000197261	ENSG00000197261
HGNC:21358	C6orf144	Symbol Withdrawn	C6orf144	bA360D14.1	6p12.1			
HGNC:21363	C6orf147	Symbol Withdrawn		Em:AC019205.8	6q13			
HGNC:21369	C6orf152	Symbol Withdrawn	C6orf152		6q14.3			
HGNC:21403	C6orf163	Approved			6q15	AK092941	ENSG00000203872	ENSG00000203872
HGNC:21486	C6orf171	Symbol Withdrawn		FLJ34235, bA57L9.1	6q22.31			
HGNC:21546	C6orf178	Symbol Withdrawn	C6orf178	dJ303F19.1	6q12			
HGNC:21547	C6orf179	Symbol Withdrawn	C6orf179	bA74E24.1	6			
HGNC:21548	C6orf180	Symbol Withdrawn	C6orf180	bA166P24.2	6q12			
HGNC:21562	C6orf183	Symbol Withdrawn		bA487F23.3	6q21			
HGNC:21563	C6orf184	Symbol Withdrawn		bA425D10.3	6q21			
HGNC:21567	C6orf187	Symbol Withdrawn	C6orf187	dJ93H18.5	6q22.31			
HGNC:19130	C6orf193	Symbol Withdrawn	C6orf193	bA204B7.3	6p22.3			
HGNC:21619	C6orf200	Entry Withdrawn						
HGNC:21621	C6orf202	Entry Withdrawn		dJ182O16.3	6p25.1			
HGNC:23036	C6orf207	Symbol Withdrawn		FLJ40584, bA325O24.3	6q22.33			
HGNC:18245	C6orf212	Symbol Withdrawn		FLJ38208	6q22.32			
HGNC:30986	C6orf215	Entry Withdrawn		GT257	6p21.3			
HGNC:26377	C6orf224	Symbol Withdrawn		FLJ25791	6q21			
HGNC:34431	C6orf226	Approved		LOC441150	6p21.1	BC051007, BC060325	ENSG00000221821	ENSG00000221821
HGNC:1346	C7	Approved			5p13.1	J03507	ENSG00000112936	ENSG00000112936
HGNC:1347	C7orf1	Symbol Withdrawn			reserved			
HGNC:1351	C7orf8	Symbol Withdrawn		Orf4	7pter-7qter			
HGNC:17126	C7orf13	Symbol Withdrawn		MY040	7q36.3			
HGNC:1574	C7orf22	Symbol Withdrawn			7p15-p13			
HGNC:21703	C7orf25	Approved		MGC2821	7p14.1	BC001845	ENSG00000136197	ENSG00000136197
HGNC:21724	C7orf33	Approved			7q36.1	BC021251	ENSG00000170279	ENSG00000170279
HGNC:22421	C7orf50	Approved		MGC11257, YCR016W	7p22.3	BC006224	ENSG00000146540	ENSG00000146540
HGNC:22247	C7orf57	Approved			7p12.3	BC031107	ENSG00000164746	ENSG00000164746
HGNC:33815	C7orf76	Symbol Withdrawn		FLJ42280	7q21.3			
HGNC:55185	C7orf78	Approved			7p21.3		ENSG00000226690	
HGNC:1352	C8A	Approved			1p32.2	M16974	ENSG00000157131	ENSG00000157131
HGNC:1353	C8B	Approved			1p32.2	M16973	ENSG00000021852	ENSG00000021852
HGNC:1354	C8G	Approved			9q34.3	X06465	ENSG00000176919	ENSG00000176919
HGNC:15539	C8orf5	Symbol Withdrawn			8p23.1			
HGNC:15542	C8orf6	Entry Withdrawn			8p23.1			
HGNC:15543	C8orf7	Symbol Withdrawn			8p23-p22			
HGNC:15545	C8orf9	Symbol Withdrawn			reserved			
HGNC:15627	C8orf15	Entry Withdrawn			8p23.1			
HGNC:15628	C8orf16	Entry Withdrawn			8p23.1			
HGNC:17737	C8orf17	Approved		MOST-1	8q24.3	AF220264	ENSG00000250733	ENSG00000250733
HGNC:29042	C8orf27	Entry Withdrawn			8p23.3			
HGNC:25912	C8orf28	Entry Withdrawn			8q21.3			
HGNC:15681	C8orf29	Entry Withdrawn			8p12			
HGNC:26104	C8orf33	Approved		FLJ20989	8q24.3		ENSG00000182307	ENSG00000182307
HGNC:30905	C8orf34	Approved		vest-1, VEST1	8q13.2	AB056652	ENSG00000165084	ENSG00000165084
HGNC:27840	C8orf34-AS1	Approved			8q13.2	BC041480	ENSG00000248801	ENSG00000248801
HGNC:25646	C8orf44	Approved		FLJ11267	8q13.1	AK002129	ENSG00000288596	ENSG00000288596
HGNC:48354	C8orf44-SGK3	Approved			8q13.1		ENSG00000288602	ENSG00000288602
HGNC:26345	C8orf48	Approved		FLJ25402	8p22	AK058131	ENSG00000164743	ENSG00000164743
HGNC:25411	C8orf57	Symbol Withdrawn	C8orf57	DKFZp761D112	8q21.3			
HGNC:32233	C8orf58	Approved		FLJ34715	8p21.3	BC012750	ENSG00000241852	ENSG00000241852
HGNC:32274	C8orf60	Entry Withdrawn		FLJ12193	8q24.3			
HGNC:32277	C8orf61	Symbol Withdrawn	C8orf61	FLJ39417	8p23.3			
HGNC:21804	C8orf63	Entry Withdrawn			8q24.3			
HGNC:17987	C8orf64	Entry Withdrawn		FLJ32643, FLJ25921	8p11.23			
HGNC:17988	C8orf65	Entry Withdrawn			8p23.2			
HGNC:32282	C8orf66	Entry Withdrawn		DKFZp434O0331	8q24.3			
HGNC:21519	C8orf67	Entry Withdrawn			8p23.3			
HGNC:32296	C8orf74	Approved			8p23.1	BC038534	ENSG00000171060	ENSG00000171060
HGNC:25924	C8orf76	Approved		FLJ14825	8q24.13	AK027731	ENSG00000189376	ENSG00000189376
HGNC:33826	C8orf82	Approved		MGC70857	8q24.3		ENSG00000213563	ENSG00000213563
HGNC:44672	C8orf88	Approved			8q21.3		ENSG00000253250	ENSG00000253250
HGNC:51258	C8orf89	Approved			8q21.11		ENSG00000274443	ENSG00000274443
HGNC:56305	C8orf90	Approved			8q24.3		ENSG00000226490	ENSG00000226490
HGNC:1358	C9	Approved			5p13.1		ENSG00000113600	ENSG00000113600
HGNC:13246	C9orf1	Entry Withdrawn			9			
HGNC:1360	C9orf2	Symbol Withdrawn						
HGNC:14606	C9orf8	Symbol Withdrawn						
HGNC:23374	C9orf33	Entry Withdrawn		HFSE-1	9q22.1			
HGNC:23388	C9orf35	Symbol Withdrawn			9p21.2			
HGNC:23398	C9orf38	Entry Withdrawn		PRO0365	9p24.1			
HGNC:23433	C9orf40	Approved		FLJ10110	9q21.13	AK000972	ENSG00000135045	ENSG00000135045
HGNC:23570	C9orf43	Approved		MGC17358	9q32	BC026884	ENSG00000157653	ENSG00000157653
HGNC:23669	C9orf47	Symbol Withdrawn	C9orf108	FLJ37523, bA791O21.3	9q22.1			
HGNC:23670	C9orf48	Symbol Withdrawn	C9orf48	FLJ43884	9p13.2			
HGNC:23677	C9orf50	Approved		FLJ35803	9q34.11	AK093122	ENSG00000179058	ENSG00000179058
HGNC:31366	C9orf55B	Symbol Withdrawn		bA513M16.3	9p22.1			
HGNC:20950	C9orf56	Entry Withdrawn			9			
HGNC:27037	C9orf57	Approved			9q21.13	BC036255	ENSG00000204669	ENSG00000204669
HGNC:26093	C9orf63	Entry Withdrawn		FLJ20808	9q21.2			
HGNC:28337	C9orf72	Approved		MGC23980, DENNL72, DENND9	9p21.2	AL832467	ENSG00000147894	ENSG00000147894
HGNC:24932	C9orf78	Approved		HSPC220, HCA59, CSU2	9q34.11	BC017570	ENSG00000136819	ENSG00000136819
HGNC:56567	C9orf78P1	Approved			3q25.33		ENSG00000243116	ENSG00000243116
HGNC:56568	C9orf78P2	Approved			4p15.33		ENSG00000224569	ENSG00000224569
HGNC:28784	C9orf85	Approved		MGC61599	9q21.13	BC010179	ENSG00000155621	ENSG00000155621
HGNC:56317	C9orf85P1	Approved			2p16.2			
HGNC:56318	C9orf85P2	Approved			3q26.33		ENSG00000244346	ENSG00000244346
HGNC:26642	C9orf94	Symbol Withdrawn	C9orf94	FLJ35283	9			
HGNC:28138	C9orf99	Symbol Withdrawn		MGC10940	9			
HGNC:31361	C9orf101	Symbol Withdrawn	C9orf101	bA340N12.1, OTTHUMG00000019597	9p22			
HGNC:31373	C9orf108	Symbol Withdrawn		bA791O21.3	9q22.1			
HGNC:24807	C9orf113	Symbol Withdrawn		FLJ46909	9			
HGNC:25943	C9orf118	Entry Withdrawn		bA342C23.1	9q22.32			
HGNC:26140	C9orf149	Entry Withdrawn		FLJ21673	9q34.13			
HGNC:31453	C9orf151	Symbol Withdrawn	C9orf151	bA413M3.2	9q34.3			
HGNC:31455	C9orf152	Approved		bA470J20.2	9q31.3	BX648620	ENSG00000188959	ENSG00000188959
HGNC:31456	C9orf153	Approved		bA507D14.1	9q21.33		ENSG00000187753	ENSG00000187753
HGNC:29844	C9orf155	Symbol Withdrawn	C9orf155	FLJ23608, bA379P1.3	9			
HGNC:26718	C9orf163	Approved		FLJ36779	9q34.3	AK055336	ENSG00000196366	ENSG00000196366
HGNC:28023	C9orf164	Symbol Withdrawn	C9orf164	FLJ39737	9q22.2			
HGNC:13230	C10orf1	Entry Withdrawn						
HGNC:23420	C10orf12	Symbol Withdrawn		DKFZP564P1916, FLJ13022	10q24.2			
HGNC:23430	C10orf14	Symbol Withdrawn	C10orf14	bA140A10.5	10			
HGNC:21291	C10orf43	Symbol Withdrawn		bA145E20.5	10			
HGNC:27421	C10orf53	Approved		Em:AC069546.1	10q11.23	BC028127	ENSG00000178645	ENSG00000178645
HGNC:31008	C10orf55	Approved		bA417O11.3	10q22.2		ENSG00000222047	ENSG00000222047
HGNC:23294	C10orf62	Approved		bA548K23.1	10q24.2		ENSG00000203942	ENSG00000203942
HGNC:27253	C10orf64	Symbol Withdrawn	C10orf64	FLJ45748	10q11.23			
HGNC:28716	C10orf67	Approved	LINC01552, C10orf115	MGC46732, bA215C7.4	10p12.2	BC035732	ENSG00000179133	ENSG00000179133
HGNC:55861	C10orf67-AS1	Approved			10p12.2		ENSG00000224215	ENSG00000224215
HGNC:25779	C10orf68	Symbol Withdrawn		FLJ13031	10p11.23			
HGNC:26973	C10orf71	Approved		FLJ45913, CEFIP	10q11.23	AL833265	ENSG00000177354	ENSG00000177354
HGNC:45007	C10orf71-AS1	Approved			10q11.23	AL598801, AL598689, DA764276	ENSG00000236208	ENSG00000236208
HGNC:25822	C10orf88	Approved		FLJ13490, Em:AC073585.5, PAAT	10q26.13	AK023552	ENSG00000119965	ENSG00000119965
HGNC:44080	C10orf88B	Approved			10q26.13		ENSG00000255624	ENSG00000255624
HGNC:26563	C10orf90	Approved		FLJ32938, bA422P15.2, FATS	10q26.2	BC034828	ENSG00000154493	ENSG00000154493
HGNC:26382	C10orf93	Symbol Withdrawn		FLJ25954, bB137A17.3	10q26.3			
HGNC:25880	C10orf95	Approved		FLJ14280	10q24.32	AK024342	ENSG00000120055	ENSG00000120055
HGNC:45238	C10orf95-AS1	Approved	RPARP-AS1		10q24.32		ENSG00000269609	ENSG00000269609
HGNC:31431	C10orf102	Symbol Withdrawn		Em:AC022400.11	10q22.2			
HGNC:20304	C10orf105	Approved		FLJ00245	10q22.1	AK074172	ENSG00000214688	ENSG00000214688
HGNC:31447	C10orf113	Symbol Withdrawn		bA165O3.1	10p12.31			
HGNC:25707	C10orf120	Approved		bA318C4.1	10q26.13		ENSG00000183559	ENSG00000183559
HGNC:31654	C10orf123	Symbol Withdrawn	C10orf124	bA288G11.5, bB137A17.2	10q26.3			
HGNC:31655	C10orf124	Symbol Withdrawn		bB137A17.2	10q26			
HGNC:28693	C10orf126	Approved		MGC45541, bA492M23.1	10p12.1	BC033839		
HGNC:31667	C10orf131	Symbol Withdrawn		bA690P14.3	10q24.1			
HGNC:31669	C10orf133	Symbol Withdrawn	C10orf133	bA451M19.3	10			
HGNC:30374	C10orf138	Symbol Withdrawn		Em:AC068896.3	10			
HGNC:48677	C10orf143	Approved	LINC00959		10q26.3		ENSG00000237489	ENSG00000237489
HGNC:1175	C11orf3	Symbol Withdrawn		ANG3	11q13			
HGNC:1179	C11orf7	Symbol Withdrawn		PEN11B	11p15			
HGNC:1169	C11orf16	Approved			11p15.4	AJ400877	ENSG00000176029	ENSG00000176029
HGNC:13231	C11orf21	Approved			11p15.5	AB029488	ENSG00000110665	ENSG00000110665
HGNC:1174	C11orf24	Approved		DM4E3	11q13.2	AF264781	ENSG00000171067	ENSG00000171067
HGNC:14532	C11orf26	Entry Withdrawn			11q14.3			
HGNC:15666	C11orf29	Symbol Withdrawn	C11orf29	KIAA0298	11p15.3			
HGNC:21712	C11orf32	Symbol Withdrawn	C11orf32		11			
HGNC:23986	C11orf40	Approved		NOV1	11p15.4	AF439154	ENSG00000171987	ENSG00000171987
HGNC:28541	C11orf42	Approved		MGC34805	11p15.4	BC031612	ENSG00000180878	ENSG00000180878
HGNC:32365	C11orf43	Symbol Withdrawn		pp9974, FLJ22066	11p15.5			
HGNC:26651	C11orf47	Symbol Withdrawn	C11orf47	FLJ35709	11p15.4			
HGNC:30531	C11orf52	Approved		MGC14839, FLJ25219	11q23.1	AK057948	ENSG00000149300	ENSG00000149300
HGNC:30204	C11orf54	Approved		PTD012, MEEP	11q21	AF092133	ENSG00000182919	ENSG00000182919
HGNC:16990	C11orf58	Approved		SMAP	11p15.2	BC007103	ENSG00000110696	ENSG00000110696
HGNC:32546	C11orf62	Entry Withdrawn			11q13.2			
HGNC:28519	C11orf65	Approved		MGC33948, MFI	11q22.3	BC059411	ENSG00000166323	ENSG00000166323
HGNC:28801	C11orf68	Approved		P5326, BLES03	11q13.1	AF073483	ENSG00000175573	ENSG00000175573
HGNC:28545	C11orf69	Symbol Withdrawn	C11orf69	MGC34830	11p13			
HGNC:25937	C11orf71	Approved		FLJ20010	11q23.2	BC071695	ENSG00000180425	ENSG00000180425
HGNC:33489	C11orf81	Symbol Withdrawn	C11orf81	FLJ42958	11p15.5			
HGNC:34442	C11orf86	Approved		FLJ22675, FACI	11q13.2	AK026328, AP003176	ENSG00000173237	ENSG00000173237
HGNC:33788	C11orf87	Approved		LOH11CR1A, LOC399947, NEURIM1	11q22.3	AB096240, BC035798	ENSG00000185742	ENSG00000185742
HGNC:34444	C11orf91	Approved			11p13	AL049629	ENSG00000205177	ENSG00000205177
HGNC:38675	C11orf96	Approved		AG2	11p11.2		ENSG00000187479	ENSG00000187479
HGNC:49544	C11orf97	Approved	LINC01171		11q21		ENSG00000257057	ENSG00000257057
HGNC:51238	C11orf98	Approved	C11orf48		11q12.3		ENSG00000278615	ENSG00000278615
HGNC:49784	C11orf98P1	Approved			9p22.1		ENSG00000232158	ENSG00000232158
HGNC:56319	C11orf98P2	Approved			6q25.2		ENSG00000220745	ENSG00000220745
HGNC:56320	C11orf98P3	Approved			3p24.3		ENSG00000228171	ENSG00000228171
HGNC:1182	C12orf1	Symbol Withdrawn						
HGNC:15949	C12orf9	Entry Withdrawn		LPP-LRFT	12			
HGNC:31383	C12orf15	Symbol Withdrawn		bcm1377	12q15			
HGNC:24729	C12orf42	Approved		FLJ25323	12q23.2	AK058052	ENSG00000179088	ENSG00000179088
HGNC:56185	C12orf42-AS1	Approved			12q23.2		ENSG00000257860	ENSG00000257860
HGNC:25719	C12orf43	Approved		FLJ12448, Custos	12q24.31	AK022510	ENSG00000157895	ENSG00000157895
HGNC:26665	C12orf50	Approved		FLJ35821	12q21.32	AK093140	ENSG00000165805	ENSG00000165805
HGNC:28553	C12orf54	Approved		MGC35033	12q13.11	BC031670	ENSG00000177627	ENSG00000177627
HGNC:26967	C12orf56	Approved			12q14.2		ENSG00000185306	ENSG00000185306
HGNC:29521	C12orf57	Approved		GRCC10, C10	12p13.31	U47924	ENSG00000111678	ENSG00000111678
HGNC:28726	C12orf60	Approved		MGC47869	12p12.3	BC038836	ENSG00000182993	ENSG00000182993
HGNC:24777	C12orf63	Symbol Withdrawn		FLJ44112	12q23.1			
HGNC:34452	C12orf71	Approved		LOC728858	12p11.23		ENSG00000214700	ENSG00000214700
HGNC:56323	C12orf71BP	Approved			12p11.23		ENSG00000256056	ENSG00000256056
HGNC:27887	C12orf74	Symbol Withdrawn			12q22			
HGNC:35164	C12orf75	Approved		OCC-1, OCC1, AGD3	12q23.3	AK056999	ENSG00000235162	ENSG00000235162
HGNC:55936	C12orf75-AS1	Approved		KCCAT198	12q23.3		ENSG00000257642	ENSG00000257642
HGNC:33790	C12orf76	Approved		FLJ40142	12q24.11	BC041968	ENSG00000174456	ENSG00000174456
HGNC:39276	C13orf41	Entry Withdrawn			13q12.13			
HGNC:42693	C13orf42	Approved	LINC00371		13q14.3		ENSG00000226792	ENSG00000226792
HGNC:53786	C13orf46	Approved			13q34		ENSG00000283199	ENSG00000283199
HGNC:19284	C14orf7	Entry Withdrawn			14			
HGNC:19435	C14orf16	Entry Withdrawn			14			
HGNC:19834	C14orf28	Approved		DRIP-1, DRIP1	14q21.2	AA496212	ENSG00000179476	ENSG00000179476
HGNC:19849	C14orf39	Approved		SIX6OS1	14q23.1	AK098187	ENSG00000179008	ENSG00000179008
HGNC:19850	C14orf40	Entry Withdrawn			14			
HGNC:19851	C14orf41	Symbol Withdrawn			14q24.1			
HGNC:19852	C14orf42	Symbol Withdrawn	C14orf42		14q24.1			
HGNC:20098	C14orf51	Symbol Withdrawn			14			
HGNC:20103	C14orf56	Entry Withdrawn		FLJ00035	14q24.1			
HGNC:20104	C14orf57	Entry Withdrawn			14q24.2			
HGNC:20107	C14orf60	Symbol Withdrawn			14			
HGNC:20108	C14orf61	Symbol Withdrawn			14			
HGNC:20109	C14orf62	Symbol Withdrawn	C14orf62		14			
HGNC:20112	C14orf65	Entry Withdrawn	C14orf136		14q32.31			
HGNC:20114	C14orf67	Symbol Withdrawn			14q32.32			
HGNC:20124	C14orf77	Symbol Withdrawn	C14orf77		14q32.33			
HGNC:20128	C14orf81	Entry Withdrawn			14			
HGNC:20135	C14orf88	Symbol Withdrawn			14q32.2			
HGNC:20138	C14orf91	Entry Withdrawn		PR01157	14q22.1-q23.3			
HGNC:20162	C14orf93	Approved		FLJ12154, RTFC	14q11.2	AK023026	ENSG00000100802	ENSG00000100802
HGNC:20167	C14orf96	Symbol Withdrawn			14			
HGNC:20170	C14orf99	Entry Withdrawn			14q32.33			
HGNC:20216	C14orf113	Entry Withdrawn		FLJ20034	14q32.2			
HGNC:20212	C14orf116	Symbol Withdrawn		PRO1635	14q31.3			
HGNC:20221	C14orf117	Symbol Withdrawn		LSR68	14q24.1			
HGNC:20270	C14orf119	Approved		FLJ20671	14q11.2		ENSG00000179933	ENSG00000179933
HGNC:20346	C14orf132	Approved	C14orf88		14q32.2	AL390130	ENSG00000227051	ENSG00000227051
HGNC:20350	C14orf136	Entry Withdrawn	C14orf136		14			
HGNC:20355	C14orf141	Symbol Withdrawn	C14orf141		14			
HGNC:20490	C14orf151	Symbol Withdrawn	C14orf151	MGC13251	14q32.33			
HGNC:20496	C14orf157	Entry Withdrawn		FLJ12294	14q32.33			
HGNC:26385	C14orf178	Approved		FLJ25976	14q24.3	AK098842	ENSG00000197734	ENSG00000197734
HGNC:33795	C14orf180	Approved	C14orf77	NRAC	14q32.33		ENSG00000184601	ENSG00000184601
HGNC:33794	C14orf181	Entry Withdrawn		FLJ39779	14q24.1			
HGNC:37224	C14orf184	Entry Withdrawn		FLJ33842, PP8961	14q32.12			
HGNC:1194	C15orf6	Symbol Withdrawn			15			
HGNC:18112	C15orf13	Symbol Withdrawn	C15orf13		15			
HGNC:21692	C15orf31	Entry Withdrawn		6H9A	15			
HGNC:26549	C15orf32	Approved		FLJ32831	15q26.1		ENSG00000183643	ENSG00000183643
HGNC:32354	C15orf35	Entry Withdrawn			15q13.1			
HGNC:24497	C15orf39	Approved		DKFZP434H132, FLJ46337	15q24.2	AK128205	ENSG00000167173	ENSG00000167173
HGNC:28443	C15orf40	Approved		MGC29937	15q25.2	BC019820	ENSG00000169609	ENSG00000169609
HGNC:32364	C15orf45	Entry Withdrawn		FLJ32455	15q13.3			
HGNC:29898	C15orf48	Approved		NMES1, MIR147BHG, COXFA4L3, MOCCI, MISTRAV	15q21.1		ENSG00000166920	ENSG00000166920
HGNC:30928	C15orf49	Entry Withdrawn		X102	15q11.2			
HGNC:25290	C15orf51	Symbol Withdrawn		FLJ45937, DKFZp434I1020	15q26.3			
HGNC:34453	C15orf61	Approved		LOC145853	15q23		ENSG00000189227	ENSG00000189227
HGNC:34489	C15orf62	Approved		LOC643338	15q15.1		ENSG00000188277	ENSG00000188277
HGNC:1195	C16orf1	Symbol Withdrawn			16			
HGNC:1196	C16orf2	Symbol Withdrawn	C16orf2		16			
HGNC:1198	C16orf4	Symbol Withdrawn			16			
HGNC:1199	C16orf6	Symbol Withdrawn			16			
HGNC:14162	C16orf8	Symbol Withdrawn			16p13.3			
HGNC:14140	C16orf12	Symbol Withdrawn	C16orf12		16p13.3			
